farm,cur_date,muEMB,sigEMB,prop_ext
1,2017-09-05 00:00:00,3.77399148461,0.672383527078,0.331895121142
2,2017-09-05 00:00:00,3.78188553045,0.671660035666,0.331895121142
3,2017-09-05 00:00:00,3.7797760385,0.670512530274,0.331895121142
4,2017-09-05 00:00:00,3.77391728063,0.66746805251,0.331895121142
5,2017-09-05 00:00:00,3.77942620671,0.672472420951,0.331895121142
6,2017-09-05 00:00:00,3.77555835958,0.670735497288,0.331895121142
7,2017-09-05 00:00:00,3.77970301469,0.676450420644,0.331895121142
8,2017-09-05 00:00:00,3.77662988007,0.668803407806,0.331895121142
9,2017-09-05 00:00:00,3.77838856108,0.670985528605,0.331895121142
1,2017-10-10 00:00:00,3.95249096765,0.671861968152,0.0911046055076
2,2017-10-10 00:00:00,3.95140697259,0.669403387984,0.0911046055076
3,2017-10-10 00:00:00,3.95427584159,0.668379828376,0.0911046055076
4,2017-10-10 00:00:00,3.94935675388,0.670960170592,0.0911046055076
5,2017-10-10 00:00:00,3.95259983337,0.668204342793,0.0911046055076
6,2017-10-10 00:00:00,3.95146508846,0.67109608401,0.0911046055076
7,2017-10-10 00:00:00,3.9542776528,0.670701834862,0.0911046055076
8,2017-10-10 00:00:00,3.95073973533,0.669055099736,0.0911046055076
9,2017-10-10 00:00:00,3.94988763143,0.668435180268,0.0911046055076
1,2017-11-14 00:00:00,4.14384340134,0.647703124936,0.0658498631132
2,2017-11-14 00:00:00,4.14542109714,0.647827389045,0.0658498631132
3,2017-11-14 00:00:00,4.14505234007,0.64704073274,0.0658498631132
4,2017-11-14 00:00:00,4.14651170607,0.646566344515,0.0658498631132
5,2017-11-14 00:00:00,4.14717484893,0.648014215764,0.0658498631132
6,2017-11-14 00:00:00,4.14541962361,0.647011543534,0.0658498631132
7,2017-11-14 00:00:00,4.14475759408,0.648114312971,0.0658498631132
8,2017-11-14 00:00:00,4.14685252041,0.648538177391,0.0658498631132
9,2017-11-14 00:00:00,4.14404893273,0.647495694441,0.0658498631132
1,2017-12-19 00:00:00,4.30885277702,0.641086976651,0.0641685807392
2,2017-12-19 00:00:00,4.30761080131,0.640449129578,0.0641685807392
3,2017-12-19 00:00:00,4.30836188088,0.640827087397,0.0641685807392
4,2017-12-19 00:00:00,4.30818800848,0.640825664025,0.0641685807392
5,2017-12-19 00:00:00,4.30924674308,0.640522897462,0.0641685807392
6,2017-12-19 00:00:00,4.30949979384,0.639943014782,0.0641685807392
7,2017-12-19 00:00:00,4.30792859197,0.641017747641,0.0641685807392
8,2017-12-19 00:00:00,4.30847304535,0.640708038639,0.0641685807392
9,2017-12-19 00:00:00,4.30811842289,0.641290098212,0.0641685807392
1,2018-01-23 00:00:00,4.44554285836,0.631826542342,0.082850547288
2,2018-01-23 00:00:00,4.44467148499,0.630613087344,0.082850547288
3,2018-01-23 00:00:00,4.44488285984,0.629346604026,0.082850547288
4,2018-01-23 00:00:00,4.4460996932,0.630617223563,0.082850547288
5,2018-01-23 00:00:00,4.44547346619,0.629462272148,0.082850547288
6,2018-01-23 00:00:00,4.44638999096,0.630824510259,0.082850547288
7,2018-01-23 00:00:00,4.44565014252,0.63091501609,0.082850547288
8,2018-01-23 00:00:00,4.44705903597,0.630472825692,0.082850547288
9,2018-01-23 00:00:00,4.44463332942,0.630173227091,0.082850547288
1,2018-02-27 00:00:00,4.56505440657,0.626405766655,0.0931916338379
2,2018-02-27 00:00:00,4.5638836763,0.626786095153,0.0931916338379
3,2018-02-27 00:00:00,4.56453728521,0.626143105608,0.0931916338379
4,2018-02-27 00:00:00,4.5645536744,0.626604414746,0.0931916338379
5,2018-02-27 00:00:00,4.5639498708,0.626412150711,0.0931916338379
6,2018-02-27 00:00:00,4.56498076748,0.627008210597,0.0931916338379
7,2018-02-27 00:00:00,4.56405254328,0.626922453516,0.0931916338379
8,2018-02-27 00:00:00,4.56505989113,0.626563720709,0.0931916338379
9,2018-02-27 00:00:00,4.56577317353,0.625735731733,0.0931916338379
1,2018-04-03 00:00:00,4.67302240226,0.6223029699,0.0875465950252
2,2018-04-03 00:00:00,4.67165991586,0.62134579811,0.0875465950252
3,2018-04-03 00:00:00,4.67184417591,0.621821305646,0.0875465950252
4,2018-04-03 00:00:00,4.67233824696,0.622380406355,0.0875465950252
5,2018-04-03 00:00:00,4.67310961484,0.622447419015,0.0875465950252
6,2018-04-03 00:00:00,4.67253795116,0.621828668904,0.0875465950252
7,2018-04-03 00:00:00,4.67233384375,0.621576184906,0.0875465950252
8,2018-04-03 00:00:00,4.67189565555,0.621994430688,0.0875465950252
9,2018-04-03 00:00:00,4.67139317475,0.622158687152,0.0875465950252
1,2018-05-08 00:00:00,4.77074193669,0.618013487841,0.0651234557006
2,2018-05-08 00:00:00,4.77253326747,0.617969147914,0.0651234557006
3,2018-05-08 00:00:00,4.77134765125,0.619880442322,0.0651234557006
4,2018-05-08 00:00:00,4.77169312407,0.618254315962,0.0651234557006
5,2018-05-08 00:00:00,4.77234391406,0.618926995783,0.0651234557006
6,2018-05-08 00:00:00,4.77346532086,0.618012354971,0.0651234557006
7,2018-05-08 00:00:00,4.77124583989,0.618681944612,0.0651234557006
8,2018-05-08 00:00:00,4.77227464616,0.618256788786,0.0651234557006
9,2018-05-08 00:00:00,4.77104481261,0.618742409061,0.0651234557006
1,2018-06-12 00:00:00,4.86631287389,0.614139867722,0.046053786471
2,2018-06-12 00:00:00,4.86676614063,0.61420968046,0.046053786471
3,2018-06-12 00:00:00,4.86572713245,0.61448597397,0.046053786471
4,2018-06-12 00:00:00,4.86503598465,0.614370310466,0.046053786471
5,2018-06-12 00:00:00,4.86594904903,0.614880856187,0.046053786471
6,2018-06-12 00:00:00,4.86692550423,0.614577523822,0.046053786471
7,2018-06-12 00:00:00,4.86566979919,0.614282721277,0.046053786471
8,2018-06-12 00:00:00,4.86521202037,0.614554988929,0.046053786471
9,2018-06-12 00:00:00,4.86620406968,0.613937108723,0.046053786471
1,2018-07-17 00:00:00,4.95502459577,0.611219878695,0.0281885025864
2,2018-07-17 00:00:00,4.95496441417,0.610995214842,0.0281885025864
3,2018-07-17 00:00:00,4.95465604727,0.610978862977,0.0281885025864
4,2018-07-17 00:00:00,4.95499898694,0.611072703542,0.0281885025864
5,2018-07-17 00:00:00,4.95526720755,0.611077146444,0.0281885025864
6,2018-07-17 00:00:00,4.95481258166,0.610931927236,0.0281885025864
7,2018-07-17 00:00:00,4.95511194727,0.611013075466,0.0281885025864
8,2018-07-17 00:00:00,4.9547872572,0.610915595193,0.0281885025864
9,2018-07-17 00:00:00,4.95541538678,0.611020496273,0.0281885025864
